"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Do you have any audio content available?","do_you_have_any_audio_content_available_","enumeration","","discontinued","true","Yes (true); No (false)","false","false","false","false","false","false","Nay Luchetti","Form (2)","12.57%","",""
"Ministry Match Integration","ministry_match_integration","string","","discontinued","true","","false","false","false","false","false","false","Nate Roemer","Report (1); Properties v3 card (2)","25.13%","",""
"MRR (Sync Active Deal)","monthly_recurring_revenue__mrr_","number","The monthly recurring revenue (MRR) is the recurring revenue for this leader each month. 
This synchronizing property retrieves the Monthly Recurring Revenue (MRR) value from the deal associated with this leader, identified as ""Active."" HubSpot automatically calculates this value based on the line items included in the deal.","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (1); Dataset (1); Sales view (4); Properties v3 card (1)","0%","",""
"Most Recent Closed-Won ARR","most_recent_closed_won_arr","number","ARR from the most recent Closed-Won Deal ","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","Dataset (1); Sales view (4); Properties v3 card (1)","23.56%","",""
"Latest Additional Deal Record ID","most_recent_closed_won_deal_record_id","number","It’s the Record ID of the Most Recent Closed-Won Deal associated with this leader.
This property is synchronized with the Record ID field of the most recent DEAL associated with this Leader, which has the Latest Additional Deal Record ID
This property ensures that this Leader has the Most Recent Closed-Won associated with it.
To fill this property, the Leader’s owner must associate at least one DEAL with the Latest Additional Deal Record ID","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (1)","24.61%","",""
"Most Recent Created Cancellation Deal Record ID","most_recent_created_cancellation_deal_record_id__cloned_","number","The Record ID of the Most Recent Created Cancellation Deal associated with this leader.
This property is populated by workflow.","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","0%","",""
"Most Recent Created Cross-sell Deal Record ID","most_recent_created_cross_sell_deal_record_id__cloned_","number","The Record ID of the Most Recent Created Cross-sell Deal associated with this leader.
This property is populated by workflow.","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","14.66%","",""
"Most Recent Created Downgrade Deal Record ID","most_recent_created_downgrade_deal_record_id","number","The Record ID of the Most Recent Created Downgrade Deal associated with this leader.
This property is populated by workflow.","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","3.14%","",""
"Most Recent Created Expansion Deal Record ID","most_recent_created_expansion_deal_record_id","number","The Record ID of the Most Recent Created Expansion Deal associated with this leader.
This property is populated by workflow.","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","8.38%","",""
"Most Recent Created Partial Churn Deal Record ID","most_recent_created_partial_churn_deal_record_id","number","The Record ID of the Most Recent Created Partial Churn Deal associated with this leader.
This property is populated by workflow.","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","0%","",""
"Most Recent Created Renewal Deal Record ID","most_recent_created_renewal_deal_record_id","number","The Record ID of the Most Recent Created Renewal Deal associated with this leader.
This property is populated by workflow.","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","0.52%","",""
"Most Recent Created Upsell Deal Record ID","most_recent_created_upsell_deal_record_id","number","The Record ID of the Most Recent Created Upsell Deal associated with this leader.
This property is populated by workflow.","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","6.81%","",""
"Most recently created deal Close Date","most_recent_deal_close_date","datetime","","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","","86.91%","",""
"Most recent deal created amount","most_recent_deal_created_amount","number","","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","","86.91%","",""
"Most recent deal created close date","most_recent_deal_created_close_date","datetime","","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","","86.91%","",""
"Most Recent Updated Closed-Won Deal Record ID","most_recent_updated_closed_won_deal_record_id","number","","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","","9.42%","",""
"📂 Most recently created Deal Record ID","most_recently_created_deal_record_id","number","The Record ID of the most recently created deal associated with this leader.
This property is synchronized with the Record ID field of the Most recently created DEAL associated with this Leader.","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","","87.43%","",""
"Number of active products (Sync Active Deal)","number_of_active_products","number","The Number of Line Items that this leader has on his active contract.
This synchronizing property retrieves the Number of associated line items value from the deal associated with this leader, identified as ""Active."" HubSpot automatically calculates this value based on the line items included in the deal.","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","Sales view (4); Data highlights card (1); Properties v3 card (2)","0%","",""
"Parent Company Website Domain","parent_company_website_domain","string","Website of the leading company responsible for purchasing and administration (not an agency).
This is automatically populated by copying the information from the Website Domain of the Parent Company associated with this leader.","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","Inbounddb lists (1); Report (1); Dataset (2); Sales view (5); Properties list card (1); Properties v3 card (3)","85.86%","",""
"Payment Method  (Sync Active Deal)","payment_method__active_","enumeration","Identifies the company payment method. This information reflects the last contracted terms.
This synchronizing property retrieves the Payment Method value from the deal associated with this leader, labeled as “Active.” The AE manually set this value when closing the most recent deal with the leader.","discontinued","false","ACH; Credit Card; Checks; Online Payment","true","false","true","false","false","false","Nay Luchetti","Sales view (4); Properties v3 card (1)","0%","",""
"Primary Contact Email","primary_contact_email","string","","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","Dataset (1); Properties list card (1)","39.79%","",""
"Primary Contact First Name","primary_contact_first_name","string","","discontinued","true","","false","false","false","false","false","false","Nay Luchetti","Form (1); Dataset (1)","9.95%","",""
"Service End Date (Sync Active Deal)","service_end_date","date","The date when the last contracted service should end.
This synchronizing property retrieves the Service End Date value from the deal associated with this leader, identified as “Active.” HubSpot automatically calculates this value based on the line items included in the deal.","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","Sales view (4); Properties v3 card (1)","0%","",""
"Service Start Date (Sync Active Deal)","service_start_date","date","The date when the last contracted service began.
This synchronizing property retrieves the Service Start Date value from the deal associated with this leader, identified as “Active.” HubSpot automatically calculates this value based on the line items included in the deal.","discontinued","false","","true","false","true","false","false","false","Nay Luchetti","Sales view (4); Properties v3 card (1)","0%","",""
