"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Date entered ""Proposal (Ads and Other)""","hs_v2_date_entered_1558618","datetime","The date and time when the deal entered the 'Proposal' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","15.19%","1/21/26 2:47 PM CST","HubSpot Calculation"
"Date entered ""Pitch (Ads and Other)""","hs_v2_date_entered_544672","datetime","The date and time when the deal entered the 'Pitch' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","14.91%","1/16/26 4:16 PM CST","HubSpot Calculation"
"Date entered ""Qualifying & Discovery (Ads and Other)""","hs_v2_date_entered_544674","datetime","The date and time when the deal entered the 'Qualifying & Discovery' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","17.72%","1/16/26 4:16 PM CST","HubSpot Calculation"
"Date entered ""Closed won (Ads and Other)""","hs_v2_date_entered_544675","datetime","The date and time when the deal entered the 'Closed won' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","8.84%","1/29/26 11:00 AM CST","HubSpot Calculation"
"Date entered ""Closed lost (Ads and Other)""","hs_v2_date_entered_544676","datetime","The date and time when the deal entered the 'Closed lost' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","12.93%","1/20/26 9:46 AM CST","HubSpot Calculation"
"Date entered ""Contract Sent (Ads and Other)""","hs_v2_date_entered_59159965","datetime","The date and time when the deal entered the 'Contract Sent' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","7.73%","1/22/26 6:04 PM CST","HubSpot Calculation"
"Date exited ""Proposal (Ads and Other)""","hs_v2_date_exited_1558618","datetime","The date and time when the deal exited the 'Proposal' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","14.54%","1/22/26 6:04 PM CST","HubSpot Calculation"
"Date exited ""Pitch (Ads and Other)""","hs_v2_date_exited_544672","datetime","The date and time when the deal exited the 'Pitch' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","14.13%","1/21/26 2:47 PM CST","HubSpot Calculation"
"Date exited ""Qualifying & Discovery (Ads and Other)""","hs_v2_date_exited_544674","datetime","The date and time when the deal exited the 'Qualifying & Discovery' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","17.12%","1/16/26 4:16 PM CST","HubSpot Calculation"
"Date exited ""Closed won (Ads and Other)""","hs_v2_date_exited_544675","datetime","The date and time when the deal exited the 'Closed won' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","0.41%","8/18/25 11:53 AM CDT","HubSpot Calculation"
"Date exited ""Closed lost (Ads and Other)""","hs_v2_date_exited_544676","datetime","The date and time when the deal exited the 'Closed lost' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","1.1%","12/2/25 9:40 AM CST","HubSpot Calculation"
"Date exited ""Contract Sent (Ads and Other)""","hs_v2_date_exited_59159965","datetime","The date and time when the deal exited the 'Contract Sent' stage, 'Ads and Other' pipeline","ads&others","false","","true","true","false","false","false","true","HubSpot","","7.73%","1/29/26 11:00 AM CST","HubSpot Calculation"
"Latest time in ""Proposal (Ads and Other)""","hs_v2_latest_time_in_1558618","number","The total time in seconds spent by the deal in the 'Proposal' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","14.54%","1/22/26 6:04 PM CST","HubSpot Calculation"
"Latest time in ""Pitch (Ads and Other)""","hs_v2_latest_time_in_544672","number","The total time in seconds spent by the deal in the 'Pitch' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","14.13%","1/21/26 2:47 PM CST","HubSpot Calculation"
"Latest time in ""Qualifying & Discovery (Ads and Other)""","hs_v2_latest_time_in_544674","number","The total time in seconds spent by the deal in the 'Qualifying & Discovery' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","17.12%","1/16/26 4:16 PM CST","HubSpot Calculation"
"Latest time in ""Closed won (Ads and Other)""","hs_v2_latest_time_in_544675","number","The total time in seconds spent by the deal in the 'Closed won' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","0.41%","8/18/25 11:53 AM CDT","HubSpot Calculation"
"Latest time in ""Closed lost (Ads and Other)""","hs_v2_latest_time_in_544676","number","The total time in seconds spent by the deal in the 'Closed lost' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","1.1%","12/2/25 9:40 AM CST","HubSpot Calculation"
"Latest time in ""Contract Sent (Ads and Other)""","hs_v2_latest_time_in_59159965","number","The total time in seconds spent by the deal in the 'Contract Sent' stage, 'Ads and Other' pipeline since it last entered this stage","ads&others","false","","true","true","false","false","false","true","HubSpot","","7.73%","1/29/26 11:00 AM CST","HubSpot Calculation"
"Channel Attribution","channel_attribution","enumeration"," A workflow populates this drop-down property on deals based on their Marketing Attribution value, assigning Marketing or Sales channels accordingly.","analyticsinformation","true","Marketing; Sales; No Data","false","false","false","false","false","false","Nay Luchetti","Inbounddb lists (1); Automation platform flow (8); Report (6)","39.99%","1/27/26 4:39 PM CST","Workflow"
"Campaign of last booking in meetings tool","engagements_last_meeting_booked_campaign","string","This UTM parameter shows which marketing campaign (e.g. a specific email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (21); Properties v3 card (1)","0%","",""
"Medium of last booking in meetings tool","engagements_last_meeting_booked_medium","string","This UTM parameter shows which channel (e.g. email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","0%","",""
"Source of last booking in meetings tool","engagements_last_meeting_booked_source","string","This UTM parameter shows which site (e.g. Twitter) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link. ","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","0%","",""
"First Engagement - from contact","first_engagement___from_contact","enumeration","","analyticsinformation","false","Call (CALL); Conversation session (CONVERSATION_SESSION); Email (EMAIL); Meeting (MEETING_EVENT); Task (TASK)","true","false","true","false","false","false","Nay Luchetti","Sales view (4)","54.07%","1/29/26 2:18 PM CST","HubSpot Calculation"
"Marketing Attribution","first_touch_marketing_attribution","enumeration","Outlines the initial conversion type from the related contact.  A workflow populates this drop-down deal property to assign marketing and channel attribution based on associated form submissions, event registrations, or offline sources when attribution is not set.","analyticsinformation","false","Digital Outreach (Organic BOFU Form); Live Events (Event Attendance); Outbound; No Data","false","false","false","false","false","false","Nay Luchetti","Inbounddb lists (1); Automation platform flow (8); Report (19); Dataset (1); Sales view (1)","39.76%","1/27/26 4:39 PM CST","Workflow"
"Marketing Attribution Drill-Down 1","first_touch_marketing_attribution_drill_down","enumeration","This property outlines the details of the initial marketing attribution property. In this section, we will define the event name or the network that is responsible for generating the deal. This can be activated based on the original source drill-down 1 from the associated contact or the marketing event they attended.","analyticsinformation","true","Digital Outreach - 1:1 Instagram Outreach; Live Events - For Others Event 2025 (For Others Event 2025); Live Events -  Ignite Kingdom Conference 2025 (Ignite Kingdom Conference 2025); Live Events -  RightNow Media Conference 2025 (RightNow Media Conference 2025); Live Events - A.R. Bernard Golf Tournament 2024 (A.R. Bernard Golf Tournament); Live Events - A.R. Bernard Golf Tournament 2025 (A.R. Bernard Golf Tournament 2025); Live Events - Amen Conference 2024 (Amen Conference); Live Events - Amen Conference 2025 (Amen Conference 2025); Live Events - BCI 2024 (Black Christian Influencers Conference 2024); Live Events - BCI 2025 (Black Christian Influencers Conference 2025); Live Events - C3 Conference 2025 (C3 Conference 2025); Live Events - Christian Mental Health Summit 2024 (Christian Mental Health Summit 2024); Live Events - Christian Mental Health Summit 2025 (Christian Mental Health Summit 2025); Live Events - Christian Music Broadcasters 2024 (Christian Music Broadcasters 2024); Live Events - C3 Conference 2024 (C3 Conference 2024); Live Events - Dunham Summit 2024 (Dunham Summit 2024); Live Events - Dunham Summit 2025 (Dunham Summit 2025); Live Events - Exponential 2024 (Exponential 2024); Live Events - Exponential 2025 (Exponential 2025); Live Events - Family Reunion 2025 (Family Reunion 2025); Live Events - For Others Event 2024 (For Others Event 2024); Live Events - Golf Event (Atlanta, GA) 2024 (Golf Event (Atlanta, GA) 2024); Live Events - Golf Event (Jacksonville, FL) 2024 (Golf Event (Jacksonville, FL) 2024); Live Events - Golf Event (Orlando, FL) 2024 (Golf Event (Orlando, FL) 2024); Live Events - Mega Metro Conference AZ 2025 (Mega Metro Conference AZ 2025); Live Events - Mega Metro Conference FL 2025 (Mega Metro Conference FL 2025); Live Events - Mount Zion Blueprint Conference 2025 (Mount Zion Blueprint Conference 2025); Live Events - North Coast Leadership Conference 2024 (North Coast Leadership Conference 2024); Live Events - NRB 2024 (NRB 2024); Live Events - NRB 2025 (NRB 2025); Live Events - Pastor Retreat 2024-July (July Pastor Retreat 2024); Pastors Retreat 2024-October (October Pastor Retreat 2024); Pastors Retreat 2025-June (June Pastor Retreat 2025); Pastors Retreat 2025-March (March Pastor Retreat 2025); Pastors Retreat 2023-April (April Pastors Retreat 2023); Pastors Retreat 2023-September (September Pastors Retreat 2023); Pastors Retreat 2024-April (April Retreat 2024); Pastors Retreat 2024-August (August Pastor Retreat 2024); Pastors Retreat 2025-September (September Pastors Retreat 2025); Live Events - PRAY Event 2025 (PRAY Event 2025); Live Events - RightNow Media Conference 2024 (RightNow Media Conference 2024); Live Events - SBC 2025 (SBC Pastors’ Conference 2025); Live Events - SBC Southern Baptist Convention 2024 (SBC Southern Baptist Convention 2024); Live Events - Spire 2024 (Spire 2024); Live Events - Spire 2025 (Spire 2025); Live Events - The Outcome Conference 2025 (The Outcome Conference 2025); Live Events - Vision Africa 2024 (Vision Africa 2024); Live Events - Young Guns 2025 (Young Guns 2025); Other Campaigns; Outbound - Offline Sources; Paid Advertising - Linkedin (Paid - Linkedin); Paid Advertising - Meta (Paid - Meta); Paid Advertising - Paid Search (Paid - Search); Website Organic  - Search (Organic - Organic Search); Website Organic - Direct Traffic (Organic - Direct Traffic); Website Organic - Email Marketing (Organic - Email Marketing); Website Organic - Referrals (Organic - Referrals); Website Organic - Social (Organic - Organic Social)","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (7); Report (34); Dataset (1); Sales view (1)","25.36%","1/27/26 10:56 AM CST","Workflow"
"Latest Traffic Source","hs_analytics_latest_source","enumeration","Source for the contact either directly or indirectly associated with the last session activity for this deal","analyticsinformation","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","true","true","true","false","false","true","HubSpot","Sales view (9); Properties v3 card (1)","96.04%","1/29/26 1:52 PM CST","HubSpot Calculation"
"Latest Traffic Source Data 1","hs_analytics_latest_source_data_1","string","Additional source details of the last session attributed to any contacts that are directly or indirectly associated with this deal","analyticsinformation","false","","true","true","true","false","false","true","HubSpot","Sales view (9); Properties v3 card (1)","96.04%","1/29/26 1:52 PM CST","HubSpot Calculation"
"Latest Traffic Source Data 2","hs_analytics_latest_source_data_2","string","Additional source details of the last session attributed to any contacts that are directly or indirectly associated with this deal","analyticsinformation","false","","true","true","true","false","false","true","HubSpot","Sales view (1); Properties v3 card (1)","55.87%","1/28/26 1:54 PM CST","HubSpot Calculation"
"Latest Traffic Source Timestamp","hs_analytics_latest_source_timestamp","datetime","Timestamp of when latest source occurred for either a directly or indirectly associated contact","analyticsinformation","false","","true","true","true","false","false","true","HubSpot","Sales view (1); Properties v3 card (1)","94.85%","1/29/26 1:52 PM CST","HubSpot Calculation"
"Original Traffic Source","hs_analytics_source","enumeration","Original source for the contact with the earliest activity for this deal.","analyticsinformation","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","false","true","false","false","false","true","HubSpot","Automation platform flow (3); Report (2); Data sync mapping (1); Sales view (30); Properties v3 card (1)","95.77%","1/29/26 1:51 PM CST","Deals"
"Original Traffic Source Drill-Down 1","hs_analytics_source_data_1","string","Additional information about the original source for the associated contact, or associated company if there is no contact, with the oldest value for the Time first seen property.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (31); Properties v3 card (1)","95.72%","1/29/26 1:51 PM CST","Deals"
"Original Traffic Source Drill-Down 2","hs_analytics_source_data_2","string","Additional information about the original source for the associated contact, or associated company if there is no contact, with the oldest value for the Time first seen property.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (23); Properties v3 card (1)","84.12%","1/29/26 1:51 PM CST","Deals"
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Dataset (1); Sales view (31); Properties v3 card (1)","1.24%","1/27/26 10:56 AM CST","HubSpot Processing"
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Dataset (1); Sales view (2); Properties v3 card (1)","0.46%","12/29/25 9:32 AM CST","HubSpot Processing"
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Dataset (1); Sales view (2); Properties v3 card (1)","0%","3/14/25 1:33 PM CDT","Record Merge"
"Record source","hs_object_source_label","enumeration","How this record was created.","analyticsinformation","false","","true","true","false","true","false","true","HubSpot","Inbounddb lists (8); Automation platform flow (1); Report (47); Dataset (1); Sales view (33); Properties v3 card (1)","99.86%","1/29/26 1:51 PM CST","CRM UI"
"Linear Touch Marketing attribution","linear_touch_marketing_attribution","enumeration","Indicates whether the affiliated companies engaged in any marketing initiatives. This information is generated through a workflow that conveys the details from the parent company to the deal.","analyticsinformation","false","Digital Outreach; Live Events; Outbound; PRAYStudio PLG Ad; No Data","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (5); Dataset (1); Sales view (1)","37.78%","1/27/26 10:56 AM CST","Workflow"
